CBSA,CBSA Geography,Population Estimate,Year
49340,"Worcester, MA","750,963",2000
49420,"Yakima, WA","222,581",2000
49620,"York-Hanover, PA","381,751",2000
49660,"Youngstown-Warren-Boardman, OH-PA","602,964",2000
49700,"Yuba City, CA","139,149",2000
49740,"Yuma, AZ","160,026",2000
10020,"Abbeville, LA","50,055",1990
10100,"Aberdeen, SD","39,936",1990
10140,"Aberdeen, WA","64,175",1990
10180,"Abilene, TX","148,004",1990
10220,"Ada, OK","34,119",1990
10300,"Adrian, MI","91,476",1990
10420,"Akron, OH","657,575",1990
10460,"Alamogordo, NM","51,928",1990
10500,"Albany, GA","146,574",1990
10540,"Albany-Lebanon, OR","91,227",1990
10580,"Albany-Schenectady-Troy, NY","809,443",1990
10620,"Albemarle, NC","51,765",1990
10660,"Albert Lea, MN","33,060",1990
10700,"Albertville, AL","70,832",1990
10740,"Albuquerque, NM","599,416",1990
10780,"Alexandria, LA","149,082",1990
10820,"Alexandria, MN","28,674",1990
10860,"Alice, TX","37,679",1990
10880,"Allegan, MI","90,509",1990
10900,"Allentown-Bethlehem-Easton, PA-NJ","686,688",1990
10940,"Alma, MI","38,982",1990
10980,"Alpena, MI","30,605",1990
11020,"Altoona, PA","130,542",1990
11060,"Altus, OK","28,764",1990
11100,"Amarillo, TX","196,144",1990
11140,"Americus, GA","33,816",1990
11180,"Ames, IA","74,252",1990
11220,"Amsterdam, NY","51,981",1990
11260,"Anchorage, AK","266,021",1990
11300,"Anderson, IN","130,669",1990
11340,"Anderson, SC","145,196",1990
11380,"Andrews, TX","14,338",1990
11420,"Angola, IN","27,446",1990
11460,"Ann Arbor, MI","282,937",1990
11500,"Anniston-Oxford, AL","116,034",1990
11540,"Appleton, WI","174,801",1990
11580,"Arcadia, FL","23,865",1990
11620,"Ardmore, OK","51,076",1990
11660,"Arkadelphia, AR","21,437",1990
11700,"Asheville, NC","308,001",1990
11740,"Ashland, OH","47,507",1990
11780,"Ashtabula, OH","99,821",1990
11820,"Astoria, OR","33,301",1990
11860,"Atchison, KS","16,932",1990
11900,"Athens, OH","59,549",1990
11940,"Athens, TN","42,383",1990
11980,"Athens, TX","58,543",1990
12020,"Athens-Clarke County, GA","136,025",1990
12060,"Atlanta-Sandy Springs-Marietta, GA","3,069,425",1990
12100,"Atlantic City, NJ","224,327",1990
12140,"Auburn, IN","35,324",1990
12180,"Auburn, NY","82,313",1990
12220,"Auburn-Opelika, AL","87,146",1990
12260,"Augusta-Richmond County, GA-SC","435,763",1990
12300,"Augusta-Waterville, ME","115,904",1990
12380,"Austin, MN","37,385",1990
12420,"Austin-Round Rock, TX","846,227",1990
12460,"Bainbridge, GA","25,511",1990
12540,"Bakersfield, CA","543,477",1990
12580,"Baltimore-Towson, MD","2,382,172",1990
12620,"Bangor, ME","146,601",1990
12660,"Baraboo, WI","46,975",1990
12700,"Barnstable Town, MA","186,605",1990
12740,"Barre, VT","54,928",1990
12780,"Bartlesville, OK","48,066",1990
12820,"Bastrop, LA","31,938",1990
12860,"Batavia, NY","60,060",1990
12900,"Batesville, AR","31,192",1990
12940,"Baton Rouge, LA","623,853",1990
12980,"Battle Creek, MI","135,982",1990
13020,"Bay City, MI","111,723",1990
13060,"Bay City, TX","36,928",1990
13100,"Beatrice, NE","22,794",1990
13140,"Beaumont-Port Arthur, TX","361,226",1990
13180,"Beaver Dam, WI","76,559",1990
13220,"Beckley, WV","76,819",1990
13260,"Bedford, IN","42,836",1990
13300,"Beeville, TX","25,135",1990
13340,"Bellefontaine, OH","42,310",1990
13380,"Bellingham, WA","127,780",1990
13420,"Bemidji, MN","34,384",1990
13460,"Bend, OR","74,958",1990
13500,"Bennettsville, SC","29,361",1990
13540,"Bennington, VT","35,845",1990
13620,"Berlin, NH-VT","41,233",1990
13660,"Big Rapids, MI","37,308",1990
13700,"Big Spring, TX","32,343",1990
13740,"Billings, MT","121,499",1990
13780,"Binghamton, NY","264,497",1990
13820,"Birmingham-Hoover, AL","956,844",1990
13860,"Bishop, CA","18,281",1990
13900,"Bismarck, ND","83,831",1990
13940,"Blackfoot, ID","37,583",1990
13980,"Blacksburg-Christiansburg-Radford, VA","140,715",1990
14020,"Bloomington, IN","156,669",1990
14060,"Bloomington-Normal, IL","129,180",1990
14100,"Bloomsburg-Berwick, PA","80,937",1990
14140,"Bluefield, WV-VA","110,940",1990
14180,"Blytheville, AR","57,525",1990
14220,"Bogalusa, LA","43,185",1990
14260,"Boise City-Nampa, ID","319,596",1990
14340,"Boone, IA","25,186",1990
14380,"Boone, NC","36,952",1990
14420,"Borger, TX","25,689",1990
14460,"Boston-Cambridge-Quincy, MA-NH","4,133,895",1990
14460,".Boston-Quincy, MA","1,715,269",1990
14460,".Cambridge-Newton-Framingham, MA","1,398,468",1990
14460,".Essex County, MA","670,080",1990
14460,".Rockingham County-Strafford County, NH","350,078",1990
14500,"Boulder, CO1/","208,949",1990
14540,"Bowling Green, KY","87,030",1990
14580,"Bozeman, MT","50,463",1990
14620,"Bradford, PA","47,131",1990
14660,"Brainerd, MN","66,040",1990
14700,"Branson, MO","44,639",1990
14740,"Bremerton-Silverdale, WA","189,731",1990
14780,"Brenham, TX","26,154",1990
14820,"Brevard, NC","25,520",1990
14860,"Bridgeport-Stamford-Norwalk, CT","827,645",1990
14940,"Brigham City, UT","36,485",1990
14980,"Bristol, VA","64,313",1990
15020,"Brookhaven, MS","30,278",1990
15060,"Brookings, OR","19,327",1990
15100,"Brookings, SD","25,207",1990
15140,"Brownsville, TN","19,437",1990
15180,"Brownsville-Harlingen, TX","260,120",1990
15220,"Brownwood, TX","34,371",1990
15260,"Brunswick, GA","82,207",1990
15340,"Bucyrus, OH","47,870",1990
15380,"Buffalo-Niagara Falls, NY2/","1,189,288",1990
15420,"Burley, ID","38,893",1990
15460,"Burlington, IA-IL","50,710",1990
15500,"Burlington, NC","108,213",1990
15540,"Burlington-South Burlington, VT","177,059",1990
15580,"Butte-Silver Bow, MT","33,941",1990
15620,"Cadillac, MI","38,507",1990
15660,"Calhoun, GA","35,072",1990
15700,"Cambridge, MD","30,236",1990
15740,"Cambridge, OH","39,024",1990
15780,"Camden, AR","36,400",1990
15820,"Campbellsville, KY","21,146",1990
15860,"Canon City, CO","32,273",1990
15900,"Canton, IL","38,080",1990
15940,"Canton-Massillon, OH","394,106",1990
15980,"Cape Coral-Fort Myers, FL","335,113",1990
16020,"Cape Girardeau-Jackson, MO-IL","82,878",1990
16060,"Carbondale, IL","61,067",1990
16100,"Carlsbad-Artesia, NM","48,605",1990
16180,"Carson City, NV","40,443",1990
16220,"Casper, WY","61,226",1990
16260,"Cedar City, UT","20,789",1990
16300,"Cedar Rapids, IA","210,640",1990
16340,"Cedartown, GA","33,815",1990
16380,"Celina, OH","39,443",1990
16420,"Central City, KY","31,318",1990
16460,"Centralia, IL","41,561",1990
16500,"Centralia, WA","59,358",1990
16540,"Chambersburg, PA","121,082",1990
16580,"Champaign-Urbana, IL","202,848",1990
16620,"Charleston, WV","307,689",1990
16660,"Charleston-Mattoon, IL","62,314",1990
16700,"Charleston-North Charleston, SC","506,875",1990
16740,"Charlotte-Gastonia-Concord, NC-SC","1,024,643",1990
16820,"Charlottesville, VA","143,885",1990
16860,"Chattanooga, TN-GA","433,210",1990
16900,"Chester, SC","32,170",1990
16940,"Cheyenne, WY","73,142",1990
16980,"Chicago-Naperville-Joliet, IL-IN-WI","8,182,076",1990
16980,".Chicago-Naperville-Joliet, IL","6,894,440",1990
16980,".Gary, IN","643,037",1990
16980,".Lake County-Kenosha County, IL-WI","644,599",1990
17020,"Chico, CA","182,120",1990
17060,"Chillicothe, OH","69,330",1990
17140,"Cincinnati-Middletown, OH-KY-IN","1,844,917",1990
17180,"City of The Dalles, OR","21,683",1990
17220,"Clarksburg, WV","91,509",1990
17260,"Clarksdale, MS","31,665",1990
17300,"Clarksville, TN-KY","189,279",1990
17340,"Clearlake, CA","50,631",1990
17380,"Cleveland, MS","41,875",1990
17420,"Cleveland, TN","87,355",1990
17460,"Cleveland-Elyria-Mentor, OH","2,102,248",1990
17500,"Clewiston, FL","25,773",1990
17540,"Clinton, IA","51,040",1990
17580,"Clovis, NM","42,207",1990
17660,"Coeur d'Alene, ID","69,795",1990
17700,"Coffeyville, KS","38,816",1990
17740,"Coldwater, MI","41,502",1990
17780,"College Station-Bryan, TX","150,998",1990
17820,"Colorado Springs, CO","409,482",1990
17860,"Columbia, MO","122,010",1990
17900,"Columbia, SC","548,335",1990
17940,"Columbia, TN","54,812",1990
17980,"Columbus, GA-AL","266,450",1990
18020,"Columbus, IN","63,657",1990
18060,"Columbus, MS","59,308",1990
18100,"Columbus, NE","29,820",1990
18140,"Columbus, OH","1,405,168",1990
18180,"Concord, NH","120,005",1990
18220,"Connersville, IN","26,015",1990
18260,"Cookeville, TN","78,306",1990
18300,"Coos Bay, OR","60,273",1990
18340,"Corbin, KY","33,326",1990
18380,"Cordele, GA","20,011",1990
18420,"Corinth, MS","31,722",1990
18460,"Cornelia, GA","27,621",1990
18500,"Corning, NY","99,088",1990
18580,"Corpus Christi, TX","367,786",1990
18620,"Corsicana, TX","39,926",1990
18660,"Cortland, NY","48,963",1990
18700,"Corvallis, OR","70,811",1990
18740,"Coshocton, OH","35,427",1990
18820,"Crawfordsville, IN","34,436",1990
18860,"Crescent City North, CA","23,460",1990
18900,"Crossville, TN","34,736",1990
18940,"Crowley, LA","55,882",1990
18980,"Cullman, AL","67,613",1990
19060,"Cumberland, MD-WV","101,643",1990
19100,"Dallas-Fort Worth-Arlington, TX","3,989,294",1990
19100,".Dallas-Plano-Irving, TX","2,622,562",1990
19100,".Fort Worth-Arlington, TX","1,366,732",1990
19140,"Dalton, GA","98,609",1990
19180,"Danville, IL","88,257",1990
19220,"Danville, KY","45,686",1990
19260,"Danville, VA","108,711",1990
19300,"Daphne-Fairhope, AL","98,280",1990
19340,"Davenport-Moline-Rock Island, IA-IL","368,151",1990
19380,"Dayton, OH","843,835",1990
19460,"Decatur, AL","131,556",1990
19500,"Decatur, IL","117,206",1990
19540,"Decatur, IN","31,095",1990
19580,"Defiance, OH","39,350",1990
19620,"Del Rio, TX","38,721",1990
19660,"Deltona-Daytona Beach-Ormond Beach, FL","370,712",1990
19700,"Deming, NM","18,110",1990
19740,"Denver-Aurora, CO1/","1,666,883",1990
19760,"De Ridder, LA","30,083",1990
19780,"Des Moines, IA","416,346",1990
19820,"Detroit-Warren-Livonia, MI","4,248,699",1990
19820,".Detroit-Livonia-Dearborn, MI","2,111,687",1990
19820,".Warren-Farmington Hills-Troy, MI","2,137,012",1990
19860,"Dickinson, ND","23,940",1990
19900,"Dillon, SC","29,114",1990
19940,"Dixon, IL","34,392",1990
19980,"Dodge City, KS","27,463",1990
20020,"Dothan, AL","120,352",1990
20060,"Douglas, GA","35,805",1990
20100,"Dover, DE","110,993",1990
20140,"Dublin, GA","48,317",1990
20180,"DuBois, PA","78,097",1990
20220,"Dubuque, IA","86,403",1990
20260,"Duluth, MN-WI","269,230",1990
20300,"Dumas, TX","17,865",1990
20340,"Duncan, OK","42,299",1990
20380,"Dunn, NC","67,822",1990
20420,"Durango, CO","32,284",1990
20460,"Durant, OK","32,089",1990
20500,"Durham, NC","344,625",1990
20540,"Dyersburg, TN","34,854",1990
20580,"Eagle Pass, TX","36,378",1990
20620,"East Liverpool-Salem, OH","108,276",1990
20660,"Easton, MD","30,549",1990
20700,"East Stroudsburg, PA","95,709",1990
20740,"Eau Claire, WI","137,543",1990
20780,"Edwards, CO","27,935",1990
20820,"Effingham, IL","31,704",1990
20900,"El Campo, TX","39,955",1990
20940,"El Centro, CA","109,303",1990
20980,"El Dorado, AR","46,719",1990
21020,"Elizabeth City, NC","47,649",1990
21060,"Elizabethtown, KY","100,919",1990
21140,"Elkhart-Goshen, IN","156,198",1990
21220,"Elko, NV","35,077",1990
21260,"Ellensburg, WA","26,725",1990
21300,"Elmira, NY","95,195",1990
21340,"El Paso, TX","591,610",1990
21380,"Emporia, KS","37,753",1990
21420,"Enid, OK","56,735",1990
21460,"Enterprise-Ozark, AL","89,873",1990
21500,"Erie, PA","275,572",1990
21540,"Escanaba, MI","37,780",1990
21580,"Espanola, NM","34,365",1990
21660,"Eugene-Springfield, OR","282,912",1990
21700,"Eureka-Arcata-Fortuna, CA","119,118",1990
21740,"Evanston, WY","18,705",1990
21780,"Evansville, IN-KY","324,858",1990
21820,"Fairbanks, AK","77,720",1990
21860,"Fairmont, MN","22,914",1990
21900,"Fairmont, WV","57,249",1990
21980,"Fallon, NV","17,938",1990
22020,"Fargo, ND-MN","153,296",1990
22060,"Faribault-Northfield, MN","49,183",1990
22100,"Farmington, MO","48,904",1990
22140,"Farmington, NM","91,605",1990
22180,"Fayetteville, NC","297,422",1990
22220,"Fayetteville-Springdale-Rogers, AR-MO","239,464",1990
22260,"Fergus Falls, MN","50,714",1990
22300,"Findlay, OH","65,536",1990
22340,"Fitzgerald, GA","24,894",1990
22380,"Flagstaff, AZ","96,591",1990
22420,"Flint, MI","430,459",1990
22460,"Florence, AL","131,327",1990
22500,"Florence, SC","176,195",1990
22540,"Fond du Lac, WI","90,083",1990
22580,"Forest City, NC","56,918",1990
22620,"Forrest City, AR","28,497",1990
22660,"Fort Collins-Loveland, CO","186,136",1990
22700,"Fort Dodge, IA","40,342",1990
22780,"Fort Leonard Wood, MO","41,307",1990
22820,"Fort Morgan, CO","21,939",1990
22860,"Fort Polk South, LA","61,961",1990
22900,"Fort Smith, AR-OK","234,078",1990
22980,"Fort Valley, GA","21,189",1990
23020,"Fort Walton Beach-Crestview-Destin, FL","143,776",1990
23060,"Fort Wayne, IN","354,435",1990
23140,"Frankfort, IN","30,974",1990
23180,"Frankfort, KY","58,352",1990
23300,"Freeport, IL","48,052",1990
23340,"Fremont, NE","34,500",1990
23380,"Fremont, OH","61,963",1990
23420,"Fresno, CA","667,490",1990
23460,"Gadsden, AL","99,840",1990
23500,"Gaffney, SC","44,506",1990
23540,"Gainesville, FL","191,263",1990
23580,"Gainesville, GA","95,428",1990
23620,"Gainesville, TX","30,777",1990
23660,"Galesburg, IL","75,574",1990
23700,"Gallup, NM","60,686",1990
23780,"Garden City, KS","33,070",1990
23820,"Gardnerville Ranchos, NV","27,637",1990
23860,"Georgetown, SC","46,302",1990
23900,"Gettysburg, PA","78,274",1990
23940,"Gillette, WY","29,370",1990
23980,"Glasgow, KY","42,964",1990
24020,"Glens Falls, NY","118,539",1990
24100,"Gloversville, NY","54,191",1990
24140,"Goldsboro, NC","104,666",1990
24180,"Granbury, TX","34,341",1990
24220,"Grand Forks, ND-MN","103,181",1990
24260,"Grand Island, NE","63,022",1990
24300,"Grand Junction, CO","93,145",1990
24340,"Grand Rapids-Wyoming, MI","645,914",1990
24380,"Grants, NM","23,794",1990
24420,"Grants Pass, OR","62,649",1990
24460,"Great Bend, KS","29,382",1990
24500,"Great Falls, MT","77,691",1990
24540,"Greeley, CO1/","131,817",1990
24580,"Green Bay, WI","243,698",1990
24620,"Greeneville, TN","55,853",1990
24660,"Greensboro-High Point, NC","540,030",1990
24700,"Greensburg, IN","23,645",1990
24740,"Greenville, MS","67,935",1990
24780,"Greenville, NC","123,308",1990
24820,"Greenville, OH","53,619",1990
24860,"Greenville, SC","472,153",1990
24900,"Greenwood, MS","46,578",1990
24940,"Greenwood, SC","59,567",1990
24980,"Grenada, MS","21,555",1990
25060,"Gulfport-Biloxi, MS","207,875",1990
25100,"Guymon, OK","16,419",1990
25180,"Hagerstown-Martinsburg, MD-WV","192,774",1990
25220,"Hammond, LA","85,709",1990
25260,"Hanford-Corcoran, CA","101,469",1990
25300,"Hannibal, MO","36,158",1990
25340,"Harriman, TN","47,227",1990
25380,"Harrisburg, IL","26,551",1990
25420,"Harrisburg-Carlisle, PA","474,242",1990
25460,"Harrison, AR","35,963",1990
25500,"Harrisonburg, VA","88,189",1990
25540,"Hartford-West Hartford-East Hartford, CT","1,123,678",1990
25580,"Hastings, NE","36,748",1990
25620,"Hattiesburg, MS","109,603",1990
25660,"Havre, MT","17,654",1990
25700,"Hays, KS","26,004",1990
25740,"Helena, MT","55,434",1990
25780,"Henderson, NC","38,892",1990
25820,"Hereford, TX","19,153",1990
25860,"Hickory-Morganton-Lenoir, NC","292,409",1990
25900,"Hilo, HI","120,317",1990
25940,"Hilton Head Island-Beaufort, SC","101,912",1990
25980,"Hinesville-Fort Stewart, GA","58,947",1990
26020,"Hobbs, NM","55,765",1990
26100,"Holland-Grand Haven, MI","187,768",1990
26140,"Homosassa Springs, FL","93,515",1990
26180,"Honolulu, HI","836,231",1990
26220,"Hood River, OR","16,903",1990
26260,"Hope, AR","31,722",1990
26300,"Hot Springs, AR","73,397",1990
26340,"Houghton, MI","37,147",1990
26380,"Houma-Bayou Cane-Thibodaux, LA","182,842",1990
26420,"Houston-Baytown-Sugar Land, TX","3,767,335",1990
26460,"Hudson, NY","62,982",1990
26500,"Huntingdon, PA","44,164",1990
26540,"Huntington, IN","35,427",1990
26580,"Huntington-Ashland, WV-KY-OH","288,189",1990
26620,"Huntsville, AL","293,047",1990
26660,"Huntsville, TX","50,917",1990
26700,"Huron, SD","18,253",1990
26740,"Hutchinson, KS","62,389",1990
26780,"Hutchinson, MN","32,030",1990
26820,"Idaho Falls, ID","88,750",1990
26860,"Indiana, PA","89,994",1990
26900,"Indianapolis, IN","1,294,217",1990
26940,"Indianola, MS","32,867",1990
26980,"Iowa City, IA","115,731",1990
27020,"Iron Mountain, MI-WI","31,421",1990
27060,"Ithaca, NY","94,097",1990
27100,"Jackson, MI","149,756",1990
27140,"Jackson, MS","446,941",1990
27180,"Jackson, TN","90,801",1990
27220,"Jackson, WY-ID","14,611",1990
27260,"Jacksonville, FL","925,213",1990
27300,"Jacksonville, IL","42,041",1990
27340,"Jacksonville, NC","149,838",1990
27380,"Jacksonville, TX","41,049",1990
27420,"Jamestown, ND","22,241",1990
27460,"Jamestown-Dunkirk-Fredonia, NY","141,895",1990
27500,"Janesville, WI","139,510",1990
27540,"Jasper, IN","49,125",1990
27620,"Jefferson City, MO","120,704",1990
27660,"Jennings, LA","30,722",1990
27700,"Jesup, GA","22,356",1990
27740,"Johnson City, TN","160,369",1990
27780,"Johnstown, PA","163,029",1990
27860,"Jonesboro, AR","93,620",1990
27900,"Joplin, MO","134,910",1990
27940,"Juneau, AK","26,751",1990
27980,"Kahului-Wailuku, HI","100,374",1990
28020,"Kalamazoo-Portage, MI","293,471",1990
28060,"Kalispell, MT","59,218",1990
28100,"Kankakee-Bradley, IL","96,255",1990
28140,"Kansas City, MO-KS","1,636,528",1990
28180,"Kapaa, HI","51,177",1990
28260,"Kearney, NE","44,076",1990
28300,"Keene, NH","70,121",1990
28340,"Kendallville, IN","37,877",1990
28380,"Kennett, MO","33,112",1990
28420,"Kennewick-Richland-Pasco, WA","150,033",1990
28460,"Keokuk-Fort Madison, IA-MO","46,234",1990
28500,"Kerrville, TX","36,304",1990
28540,"Ketchikan, AK","13,828",1990
28580,"Key West-Marathon, FL","78,024",1990
28620,"Kill Devil Hills, NC","22,746",1990
28660,"Killeen-Temple-Fort Hood, TX","268,822",1990
28700,"Kingsport-Bristol, TN-VA","211,365",1990
28740,"Kingston, NY","165,304",1990
28780,"Kingsville, TX","30,734",1990
28820,"Kinston, NC","57,274",1990
28860,"Kirksville, MO","28,813",1990
28900,"Klamath Falls, OR","57,702",1990
28940,"Knoxville, TN","534,917",1990
28980,"Kodiak, AK","13,309",1990
29020,"Kokomo, IN","96,946",1990
29060,"Laconia, NH","49,216",1990
29100,"La Crosse, WI-MN","116,401",1990
29140,"Lafayette, IN","158,848",1990
29180,"Lafayette, LA","208,740",1990
29220,"La Follette, TN","35,079",1990
29260,"La Grande, OR","23,598",1990
29300,"LaGrange, GA","55,536",1990
29340,"Lake Charles, LA","177,394",1990
29380,"Lake City, FL","42,613",1990
29420,"Lake Havasu City-Kingman, AZ","93,497",1990
29460,"Lakeland-Winter Haven, FL","405,382",1990
29500,"Lamesa, TX","14,349",1990
29540,"Lancaster, PA","422,822",1990
29580,"Lancaster, SC","54,516",1990
29620,"Lansing-East Lansing, MI","432,674",1990
29660,"Laramie, WY","30,797",1990
29700,"Laredo, TX","133,239",1990
29740,"Las Cruces, NM","135,510",1990
29780,"Las Vegas, NM","25,743",1990
29820,"Las Vegas-Paradise, NV","741,459",1990
29860,"Laurel, MS","79,145",1990
29900,"Laurinburg, NC","33,754",1990
29940,"Lawrence, KS","81,798",1990
29980,"Lawrenceburg, TN","35,303",1990
30020,"Lawton, OK","111,486",1990
30060,"Lebanon, MO","27,158",1990
30100,"Lebanon, NH-VT","155,133",1990
30140,"Lebanon, PA","113,744",1990
30220,"Levelland, TX","24,199",1990
30260,"Lewisburg, PA","36,176",1990
30300,"Lewiston, ID-WA","51,359",1990
30340,"Lewiston-Auburn, ME","105,259",1990
30380,"Lewistown, PA","46,197",1990
30420,"Lexington, NE","21,868",1990
30460,"Lexington-Fayette, KY","348,428",1990
30500,"Lexington Park, MD","75,974",1990
30540,"Lexington-Thomasville, NC","126,677",1990
30580,"Liberal, KS","18,743",1990
30620,"Lima, OH","109,755",1990
30660,"Lincoln, IL","30,798",1990
30700,"Lincoln, NE","229,091",1990
30740,"Lincolnton, NC","50,319",1990
30780,"Little Rock-North Little Rock, AR","535,034",1990
30820,"Lock Haven, PA","37,182",1990
30860,"Logan, UT-ID","79,415",1990
30900,"Logansport, IN","38,413",1990
30940,"London, KY","43,438",1990
30980,"Longview, TX","180,053",1990
31020,"Longview-Kelso, WA","82,119",1990
31060,"Los Alamos, NM","18,115",1990
31100,"Los Angeles-Long Beach-Santa Ana, CA","11,273,720",1990
31100,".Los Angeles-Long Beach-Glendale, CA","8,863,164",1990
31100,".Santa Ana-Anaheim-Irvine, CA","2,410,556",1990
31140,"Louisville, KY-IN","1,055,973",1990
31180,"Lubbock, TX","229,940",1990
31260,"Lufkin, TX","69,884",1990
31300,"Lumberton, NC","105,179",1990
31340,"Lynchburg, VA","206,226",1990
31380,"Macomb, IL","35,244",1990
31420,"Macon, GA","206,616",1990
31460,"Madera, CA","88,090",1990
31500,"Madison, IN","29,797",1990
31540,"Madison, WI","432,323",1990
31580,"Madisonville, KY","46,126",1990
31620,"Magnolia, AR","25,691",1990
31660,"Malone, NY","46,540",1990
31700,"Manchester-Nashua, NH","336,073",1990
31740,"Manhattan, KS","113,720",1990
31820,"Manitowoc, WI","80,421",1990
31860,"Mankato-North Mankato, MN","82,120",1990
31900,"Mansfield, OH","126,137",1990
31940,"Marinette, WI-MI","65,468",1990
31980,"Marion, IN","74,169",1990
32020,"Marion, OH","64,274",1990
32060,"Marion-Herrin, IL","57,733",1990
32100,"Marquette, MI","70,887",1990
32140,"Marshall, MN","24,789",1990
32180,"Marshall, MO","23,523",1990
32220,"Marshall, TX","57,483",1990
32260,"Marshalltown, IA","38,276",1990
32300,"Martinsville, VA","73,104",1990
32340,"Maryville, MO","21,709",1990
32380,"Mason City, IA","54,724",1990
32460,"Mayfield, KY","33,550",1990
32500,"Maysville, KY","29,695",1990
32540,"McAlester, OK","40,581",1990
32580,"McAllen-Edinburg-Pharr, TX","383,545",1990
32620,"McComb, MS","50,210",1990
32660,"McMinnville, TN","32,992",1990
32700,"McPherson, KS","27,268",1990
32740,"Meadville, PA","86,169",1990
32780,"Medford, OR","146,389",1990
32820,"Memphis, TN-MS-AR","1,067,263",1990
32860,"Menomonie, WI","35,909",1990
32900,"Merced, CA","178,403",1990
32940,"Meridian, MS","103,224",1990
32980,"Merrill, WI","26,993",1990
33020,"Mexico, MO","23,599",1990
33060,"Miami, OK","30,561",1990
33100,"Miami-Fort Lauderdale-Miami Beach, FL","4,056,100",1990
33100,".Fort Lauderdale-Pompano Beach-Deerfield Beach, FL","1,255,488",1990
33100,".Miami-Miami Beach-Kendall, FL","1,937,094",1990
33100,".West Palm Beach-Boca Raton-Boynton Beach, FL","863,518",1990
33140,"Michigan City-La Porte, IN","107,066",1990
33180,"Middlesborough, KY","31,506",1990
33220,"Midland, MI","75,651",1990
33260,"Midland, TX","106,611",1990
33300,"Milledgeville, GA","48,438",1990
33340,"Milwaukee-Waukesha-West Allis, WI","1,432,149",1990
33380,"Minden, LA","41,989",1990
33420,"Mineral Wells, TX","25,055",1990
33460,"Minneapolis-St. Paul-Bloomington, MN-WI","2,538,834",1990
33500,"Minot, ND","67,609",1990
33540,"Missoula, MT","78,687",1990
33580,"Mitchell, SD","20,497",1990
33620,"Moberly, MO","24,370",1990
33660,"Mobile, AL","378,643",1990
33700,"Modesto, CA","370,522",1990
33740,"Monroe, LA","162,881",1990
33780,"Monroe, MI","133,600",1990
33820,"Monroe, WI","30,339",1990
33860,"Montgomery, AL","305,175",1990
33940,"Montrose, CO","24,423",1990
33980,"Morehead City, NC","52,556",1990
34020,"Morgan City, LA","58,086",1990
34060,"Morgantown, WV","104,546",1990
34100,"Morristown, TN","100,591",1990
34140,"Moscow, ID","30,617",1990
34180,"Moses Lake, WA","54,758",1990
34220,"Moultrie, GA","36,645",1990
34260,"Mountain Home, AR","31,186",1990
34300,"Mountain Home, ID","21,205",1990
34340,"Mount Airy, NC","61,704",1990
34380,"Mount Pleasant, MI","54,624",1990
34420,"Mount Pleasant, TX","24,009",1990
34460,"Mount Sterling, KY","34,345",1990
34500,"Mount Vernon, IL","45,519",1990
34540,"Mount Vernon, OH","47,473",1990
34580,"Mount Vernon-Anacortes, WA","79,555",1990
34620,"Muncie, IN","119,659",1990
34660,"Murray, KY","30,735",1990
34700,"Muscatine, IA","51,499",1990
34740,"Muskegon-Norton Shores, MI","158,983",1990
34780,"Muskogee, OK","68,078",1990
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC","144,053",1990
34860,"Nacogdoches, TX","54,753",1990
34900,"Napa, CA","110,765",1990
34940,"Naples-Marco Island, FL","152,099",1990
34980,"Nashville-Davidson--Murfreesboro, TN","1,048,216",1990
35020,"Natchez, MS-LA","56,184",1990
35060,"Natchitoches, LA","36,689",1990
35100,"New Bern, NC","102,399",1990
35140,"Newberry, SC","33,172",1990
35220,"New Castle, IN","48,139",1990
35260,"New Castle, PA","96,246",1990
35300,"New Haven-Milford, CT","804,219",1990
35340,"New Iberia, LA","68,297",1990
35380,"New Orleans-Metairie-Kenner, LA","1,264,391",1990
35420,"New Philadelphia-Dover, OH","84,090",1990
35460,"Newport, TN","29,141",1990
35500,"Newton, IA","34,795",1990
35580,"New Ulm, MN","26,984",1990
35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA2/","16,846,046",1990
35620,".Edison, NJ","1,898,386",1990
35620,".Nassau-Suffolk, NY3/","2,609,212",1990
35620,".Newark-Union, NJ-PA","1,960,063",1990
35620,".New York-Wayne-White Plains, NY-NJ","10,378,385",1990
35660,"Niles-Benton Harbor, MI","161,378",1990
35700,"Nogales, AZ","29,676",1990
35740,"Norfolk, NE","46,726",1990
35820,"North Platte, NE","33,932",1990
35860,"North Vernon, IN","23,661",1990
35900,"North Wilkesboro, NC","59,393",1990
35940,"Norwalk, OH","56,240",1990
35980,"Norwich-New London, CT","254,957",1990
36020,"Oak Harbor, WA","60,195",1990
36060,"Oak Hill, WV","47,952",1990
36100,"Ocala, FL","194,833",1990
36140,"Ocean City, NJ","95,089",1990
36180,"Ocean Pines, MD","35,028",1990
36220,"Odessa, TX","118,934",1990
36260,"Ogden-Clearfield, UT","351,799",1990
36300,"Ogdensburg-Massena, NY","111,974",1990
36340,"Oil City, PA","59,381",1990
36380,"Okeechobee, FL","29,627",1990
36420,"Oklahoma City, OK","971,042",1990
36460,"Olean, NY","84,234",1990
36500,"Olympia, WA","161,238",1990
36540,"Omaha-Council Bluffs, NE-IA","685,797",1990
